Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-38.702908	0.0	-38.702908	-38.702908	1100.0	-0.33966076	0.85757005	1.7621144	-2.1839607	4000	1.758337e-08	9.525758	0.0018872772	-9.461252	11.037955	0.064431965	0.5305	1.0	7.500866413116455
1	-38.73622	0.0	-38.73622	-38.73622	1100.0	-3.227939	0.8592841	-0.0563051	-4.1950865	8000	3.8146972e-08	0.020624328	-0.07720565	-0.016036024	10.997779	0.06023013	0.45975	79.0	15.854392766952515
2	-38.769558	0.0	-38.769558	-38.769558	1100.0	-3.2852879	0.85498714	-0.022527553	-4.244244	12000	0.0	0.0031614623	-0.081937514	-0.0016638155	10.95973	0.051688932	0.44775	79.0	24.691606760025024
3	-38.802914	0.0	-38.802914	-38.802914	1100.0	-3.2967923	0.8556926	-0.027255712	-4.247007	16000	-2.7179718e-08	0.0014500835	-0.08886165	-0.00055863743	10.950668	0.057035875	0.509	79.0	33.815788984298706
4	-38.83629	0.0	-38.83629	-38.83629	1100.0	-3.3012784	0.85585326	-0.019655488	-4.245563	20000	-1.1444092e-08	0.0008963268	-0.08843128	-0.00027573435	10.965295	0.04679005	0.49175	79.0	44.99052906036377
5	-38.869682	0.0	-38.869682	-38.869682	1100.0	-3.3044746	0.8560463	-0.015290223	-4.241614	24000	-3.3378602e-09	0.0006297085	-0.08974665	-0.00016123735	10.84442	0.048972655	0.488	79.0	57.985100507736206
6	-38.903095	0.0	-38.903095	-38.903095	1100.0	-3.307486	0.85620403	-0.011660035	-4.2383122	28000	3.71933e-08	0.000477606	-0.087239385	-0.00010710419	10.836092	0.053257737	0.50775	79.0	70.48045706748962
7	-38.936527	0.0	-38.936527	-38.936527	1100.0	-3.3102782	0.85637265	-0.008762311	-4.2424893	32000	-9.536743e-09	0.0003801011	-0.08596448	-7.848049e-05	10.779698	0.048268434	0.4845	79.0	82.78823828697205
