Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-25.037083	0.0	-25.037083	-25.037083	1000.0	0.07624406	1.4168199	3.9381914	-3.4918492	4000	8.130073e-08	7.6566043	-0.06960854	-6.6648436	11.032355	0.07710219	0.418	19.0	3.618147134780884
1	-25.056976	0.0	-25.056976	-25.056976	1000.0	-1.821231	0.9805942	1.5760475	-4.640458	8000	3.8146974e-09	1.1538967	-0.06812059	-0.5539501	11.109684	0.07693441	0.4305	25.0	6.975643634796143
2	-25.076881	0.0	-25.076881	-25.076881	1000.0	-2.157588	0.8282877	0.9665158	-4.0495987	12000	-4.148483e-08	0.6519974	-0.07628405	-0.1945377	11.005098	0.075021304	0.44175	42.0	10.276594161987305
3	-25.0968	0.0	-25.0968	-25.0968	1000.0	-2.2738593	0.74573034	0.742178	-4.000292	16000	-1.3828277e-08	0.48638603	-0.06601135	-0.11966205	11.063453	0.07784456	0.41575	27.0	14.11051630973816
4	-25.116728	0.0	-25.116728	-25.116728	1000.0	-2.3562388	0.68884504	0.6421864	-3.6966908	20000	-1.4781952e-08	0.38977498	-0.078444794	-0.09311721	11.015459	0.035468176	0.451	79.0	18.190929889678955
5	-25.13667	0.0	-25.13667	-25.13667	1000.0	-2.4259005	0.64503217	0.55128443	-3.9312234	24000	-2.1457673e-08	0.31054765	-0.07655024	-0.060400426	10.992169	0.035697136	0.47025	79.0	22.45014190673828
6	-25.15662	0.0	-25.15662	-25.15662	1000.0	-2.4726815	0.61538917	0.50503176	-4.0696034	28000	4.3988226e-08	0.25773138	-0.07369052	-0.042152047	11.072017	0.0682288	0.44425	79.0	26.5599102973938
7	-25.176582	0.0	-25.176582	-25.176582	1000.0	-2.503063	0.5898847	0.46538833	-4.1658998	32000	-1.6093255e-08	0.22199228	-0.067722045	-0.027655795	10.974285	0.015088538	0.461	79.0	30.642174005508423
8	-25.196556	0.0	-25.196556	-25.196556	1000.0	-2.5271168	0.5775681	0.45763785	-4.230909	36000	1.9073486e-08	0.19792505	-0.068068	-0.03694506	11.127574	0.015554905	0.47175	79.0	34.87235951423645
9	-25.21654	0.0	-25.21654	-25.21654	1000.0	-2.5517006	0.55176204	0.47100386	-4.2832303	40000	-2.9087067e-08	0.16327932	-0.06526848	-0.022916898	10.970584	0.01408544	0.42575	79.0	39.23416447639465
10	-25.236534	0.0	-25.236534	-25.236534	1000.0	-2.5698757	0.5362484	0.44719324	-4.3049016	44000	-1.4305114e-08	0.14209794	-0.06366055	-0.017349213	10.994135	0.031259567	0.4425	79.0	43.575459003448486
11	-25.256538	0.0	-25.256538	-25.256538	1000.0	-2.5831854	0.5253047	0.112095386	-4.3137436	48000	-3.051758e-08	0.12580624	-0.06464628	-0.011592552	11.112324	0.0014117655	0.455	79.0	48.06885290145874
12	-25.276552	0.0	-25.276552	-25.276552	1000.0	-2.5945919	0.51993346	0.084821165	-4.341556	52000	-4.7683717e-08	0.11534251	-0.06274513	-0.009897508	11.019397	0.009131755	0.45675	79.0	52.35669708251953
13	-25.296577	0.0	-25.296577	-25.296577	1000.0	-2.6029203	0.51380837	0.02700454	-4.3748965	56000	-1.4781952e-08	0.106708355	-0.061556123	-0.01435823	11.082053	0.0019383526	0.4455	79.0	56.73884391784668
14	-25.31661	0.0	-25.31661	-25.31661	1000.0	-2.6156957	0.5044749	0.012304872	-4.4123464	60000	-1.9073487e-09	0.093486585	-0.06030978	-0.011219755	11.06132	0.004918409	0.441	79.0	60.838552474975586
15	-25.336653	0.0	-25.336653	-25.336653	1000.0	-2.6278749	0.49719235	-0.011455059	-4.4485435	64000	-8.5830685e-09	0.083797865	-0.058275882	-0.0069174543	11.030051	0.012506693	0.4345	79.0	64.95761823654175
16	-25.356705	0.0	-25.356705	-25.356705	1000.0	-2.639117	0.49493927	-0.042553097	-4.488543	68000	2.2888184e-08	0.0780265	-0.057896063	-0.010064349	10.952311	0.009202545	0.45075	79.0	69.11020064353943
17	-25.376764	0.0	-25.376764	-25.376764	1000.0	-2.6475508	0.48957342	-0.05937013	-4.5374403	72000	0.0	0.06943144	-0.060234465	-0.007150922	11.045337	0.025613403	0.466	79.0	73.26667547225952
18	-25.396833	0.0	-25.396833	-25.396833	1000.0	-2.6591768	0.48605353	-0.08063221	-4.609119	76000	-2.4795533e-08	0.06452857	-0.05806993	-0.005616229	11.0038805	0.021508584	0.448	79.0	77.38106060028076
19	-25.416912	0.0	-25.416912	-25.416912	1000.0	-2.6727035	0.48822632	-0.12182018	-4.7007365	80000	-1.9073486e-08	0.061436247	-0.05665664	-0.00494007	10.996695	0.036589835	0.427	79.0	81.47762727737427
20	-25.436998	0.0	-25.436998	-25.436998	1000.0	-2.6848922	0.49447298	-0.14219779	-4.801341	84000	-7.629395e-09	0.058852013	-0.05501258	-0.004779052	11.000891	0.025242707	0.42775	79.0	85.81329607963562
21	-25.457092	0.0	-25.457092	-25.457092	1000.0	-2.6969242	0.5001032	-0.16055793	-4.9003735	88000	1.7166137e-08	0.056818016	-0.056343805	-0.005758997	11.020303	0.030260338	0.4625	79.0	89.93757677078247
22	-25.477194	0.0	-25.477194	-25.477194	1000.0	-2.711556	0.5053878	-0.16204348	-5.0040417	92000	2.0980835e-08	0.05358091	-0.053884167	-0.0053449646	11.055152	0.0126744155	0.435	79.0	94.01709842681885
23	-25.497303	0.0	-25.497303	-25.497303	1000.0	-2.7250693	0.51342183	-0.18934	-5.09182	96000	-3.8146974e-09	0.050353345	-0.052145533	-0.0074533336	11.056043	0.004033605	0.458	79.0	98.13119006156921
24	-25.517422	0.0	-25.517422	-25.517422	1000.0	-2.7370684	0.51851803	-0.20762703	-5.1720395	100000	-2.8610229e-08	0.044879045	-0.053233206	-0.0040847696	11.010902	0.0021061078	0.4575	79.0	102.24959468841553
25	-25.537546	0.0	-25.537546	-25.537546	1000.0	-2.748523	0.5277672	-0.23699528	-5.255025	104000	-4.005432e-08	0.042753976	-0.05235612	-0.0040305182	10.982223	-0.002388809	0.43275	79.0	106.30975842475891
26	-25.557676	0.0	-25.557676	-25.557676	1000.0	-2.7603211	0.5365601	-0.26279905	-5.3397818	108000	0.0	0.040430125	-0.053531006	-0.0038673393	11.000906	0.008498911	0.45525	79.0	110.41237211227417
27	-25.577816	0.0	-25.577816	-25.577816	1000.0	-2.7710857	0.54497415	-0.28742406	-5.4105144	112000	-2.5749207e-08	0.037967563	-0.053015493	-0.0032604672	11.105493	0.020599108	0.44675	79.0	114.51938962936401
28	-25.59796	0.0	-25.59796	-25.59796	1000.0	-2.7829115	0.5518786	-0.30372468	-5.4833136	116000	-1.6212464e-08	0.036214724	-0.051704038	-0.0033663735	10.964383	0.023925971	0.43725	79.0	118.62090587615967
29	-25.618113	0.0	-25.618113	-25.618113	1000.0	-2.7925448	0.560981	-0.31110463	-5.554572	120000	3.242493e-08	0.03417974	-0.050757512	-0.0022106655	11.076197	0.015287431	0.45525	79.0	122.67974591255188
30	-25.63827	0.0	-25.63827	-25.63827	1000.0	-2.8029146	0.56883955	-0.3271603	-5.6227036	124000	-2.5749207e-08	0.03328292	-0.051994037	-0.0033509824	11.028522	0.0013041086	0.45875	79.0	126.93458795547485
31	-25.658434	0.0	-25.658434	-25.658434	1000.0	-2.812002	0.5766374	-0.32743162	-5.681424	128000	-9.536743e-09	0.030706909	-0.050110713	-0.0025533885	10.956605	0.0037547583	0.45875	79.0	131.01789593696594
32	-25.678602	0.0	-25.678602	-25.678602	1000.0	-2.8196857	0.5829042	-0.3370043	-5.719404	132000	-5.722046e-09	0.028631367	-0.049635336	-0.0020770356	11.058746	0.0057337773	0.451	79.0	135.11309909820557
33	-25.698778	0.0	-25.698778	-25.698778	1000.0	-2.8257155	0.5865596	-0.35356435	-5.7430906	136000	-3.8146974e-09	0.02682422	-0.04906651	0.00045302138	11.035132	0.024225654	0.45975	79.0	139.2125518321991
