Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-8.615879	3.5581322	-6.0373244	-17.513237	68.375	-6.515524	6.3498507	1.8832835	-24.424473	600	-1.9550323e-07	4.161947	-0.15235016	-3.5709002	12.718633	0.08091961	0.91333336	11.0	17.847575664520264
1	-9.142917	2.5956032	-4.6803284	-13.319799	84.14286	-5.262749	4.8494816	0.6165441	-20.136517	1200	2.0106633e-07	6.298488	-0.14524657	-5.6921873	12.902445	0.0794358	0.93	20.0	35.48429250717163
2	-8.3543215	1.9806104	-4.710217	-11.859406	70.875	-4.997735	3.8474162	-0.14515972	-23.964266	1800	2.2888183e-07	5.4578567	-0.14783734	-4.3693533	12.608395	0.08157795	0.87	13.0	52.73534154891968
3	-7.507341	2.5170774	-4.3629947	-12.6646805	55.5	-4.486507	2.2276807	1.9038038	-15.682531	2400	4.6094257e-08	5.72483	-0.15282977	-4.4659843	12.736899	0.07981074	0.89666665	19.0	69.87818145751953
4	-9.610132	4.6818137	-5.805001	-21.141329	72.25	-9.22121	7.6748557	1.284271	-27.42369	3000	9.2188515e-08	6.725026	-0.14284004	-5.9705873	12.651342	0.07814085	0.9	16.0	87.49795603752136
5	-8.700966	2.6445184	-4.900828	-14.25437	71.375	-3.9833586	2.227735	1.1175989	-12.517771	3600	-5.801519e-08	3.9723291	-0.14895861	-3.134334	12.695824	0.083413474	0.85833335	14.0	104.75205278396606
6	-9.924693	3.2952266	-5.4006643	-15.927958	79.0	-8.73818	6.270786	2.1773014	-22.897041	4200	-2.8212865e-08	5.6125746	-0.14239685	-5.0146413	12.757011	0.080420256	0.87166667	14.0	122.18590331077576
7	-8.077596	3.5619645	-4.1171055	-16.548431	67.375	-8.536236	7.121612	0.6772766	-25.79822	4800	8.583069e-08	4.7511053	-0.14167099	-4.219317	12.746803	0.080776684	0.86	15.0	139.94831442832947
8	-8.661487	5.5113115	-4.743394	-20.617472	64.55556	-10.7228775	9.15247	0.7869669	-26.795721	5400	-7.947286e-08	4.8606877	-0.14264065	-4.220972	12.814965	0.09341299	0.80833334	8.0	157.71977162361145
9	-8.623066	3.6574748	-4.9247622	-16.671534	70.0	-7.531574	7.5881166	1.2115924	-25.621784	6000	5.4041546e-08	5.6203628	-0.14606452	-4.7891283	12.755995	0.0862317	0.8983333	14.0	175.45859456062317
10	-7.7596307	3.023745	-4.06651	-14.755496	58.555557	-7.063648	5.501457	0.43490934	-22.681356	6600	-1.6093254e-07	11.141644	-0.13239445	-10.467229	12.65606	0.080186196	0.86	14.0	193.23524403572083
11	-7.4247465	2.1413794	-4.5568495	-13.206157	57.5	-2.9795067	2.3419018	2.13245	-13.435953	7200	-2.3047129e-08	3.4533772	-0.14323807	-2.693369	12.76168	0.0833694	0.86833334	15.0	210.31438946723938
12	-13.077248	4.905412	-6.133107	-17.593994	96.333336	-14.516309	8.996343	0.7214507	-28.035055	7800	-7.311503e-08	9.494237	-0.15347512	-7.9558268	12.748915	0.07939837	0.91333336	14.0	228.20123934745789
13	-8.41128	2.7847216	-4.624312	-14.719973	63.555557	-5.8324037	2.2620447	-0.5964302	-16.683828	8400	-9.139379e-08	9.250297	-0.14695154	-7.1271753	12.4277	0.08879435	0.7966667	10.0	245.2662045955658
14	-7.970241	2.9784572	-4.777915	-13.677127	59.22222	-7.628198	7.040293	0.22092414	-27.465406	9000	-2.0345053e-07	6.728549	-0.1397739	-6.074873	12.520122	0.08849164	0.83	10.0	262.58060574531555
15	-12.649521	6.3702154	-5.448269	-20.803858	82.85714	-13.99962	9.661551	2.524683	-27.61115	9600	-6.357829e-09	9.712163	-0.13078256	-8.361608	12.478478	0.08367612	0.815	9.0	280.05362939834595
16	-8.442775	2.7980342	-4.682713	-14.172513	64.333336	-5.666848	5.1706038	1.5436925	-24.261333	10200	-1.6291936e-07	5.511324	-0.12370257	-5.2050495	12.564349	0.08418976	0.8183333	12.0	297.4496440887451
17	-8.002253	3.2395215	-3.2961738	-13.012201	61.5	-4.276735	3.3010347	1.5976586	-17.402277	10800	-1.5179316e-07	8.126195	-0.15109932	-6.4077663	12.44119	0.08196866	0.8466667	14.0	314.9617817401886
18	-9.407241	4.9023185	-5.274193	-20.573315	67.875	-12.319244	8.953923	0.9211154	-27.759142	11400	-5.4041546e-08	7.921603	-0.14233205	-7.4106007	12.71149	0.077547446	0.93333334	23.0	332.6499865055084
19	-10.002601	3.4905667	-5.837663	-15.462685	82.28571	-10.318237	8.039623	1.1538486	-25.47041	12000	-8.026759e-08	9.467419	-0.13912486	-7.6787934	12.473545	0.0793841	0.845	12.0	350.52646803855896
20	-8.657267	4.502438	-4.08133	-18.162502	65.77778	-9.806569	7.207627	1.0941458	-26.022755	12600	-3.7352244e-08	7.1091433	-0.15016653	-6.41367	12.680213	0.06742785	0.9816667	79.0	368.69788122177124
21	-9.384753	4.0911145	-4.898108	-16.970636	71.125	-9.648468	8.087668	2.0381386	-26.395353	13200	-5.00679e-08	3.4431648	-0.14312096	-2.9815595	12.695396	0.08586054	0.855	11.0	386.4239921569824
22	-8.770112	3.8099375	-4.1773386	-17.528698	66.666664	-8.602344	7.2447715	1.7518675	-23.697569	13800	1.11262004e-07	3.216265	-0.13823006	-2.93407	12.59216	0.09017479	0.775	7.0	404.0697000026703
23	-12.610577	3.2652502	-7.2455974	-15.677869	105.4	-14.071131	7.678973	0.81673014	-24.342646	14400	-4.9273172e-08	4.7097626	-0.14361557	-4.2953043	12.50253	0.084501736	0.8983333	15.0	422.31349182128906
24	-7.4953156	2.7614968	-4.0540385	-14.178557	58.0	-4.049153	2.3362813	0.5097747	-12.955391	15000	1.7642975e-07	8.143008	-0.15215957	-5.787813	12.536308	0.07855873	0.92333335	17.0	439.4435112476349
25	-8.462149	3.496243	-4.8961096	-16.920042	61.333332	-7.0595107	5.9028616	0.60016453	-22.29132	15600	8.225441e-08	4.168266	-0.15152265	-3.552177	12.436864	0.08158777	0.8616667	12.0	456.78577280044556
26	-7.590043	2.308735	-5.5049562	-12.571451	69.71429	-4.868141	3.7480476	1.7933451	-17.464294	16200	-2.2649765e-08	5.8877287	-0.14619361	-4.7580085	12.561968	0.07848178	0.925	19.0	474.13568139076233
27	-6.360898	1.3091447	-3.931888	-8.933402	54.0	-5.0059524	2.8279095	1.3462851	-16.750647	16800	-5.086263e-08	4.3509965	-0.12638165	-3.9961452	12.553211	0.08749325	0.6766667	6.0	491.76271510124207
28	-7.115658	1.894618	-4.6791973	-10.949353	60.0	-4.4263177	4.023501	1.5029025	-16.645626	17400	3.89417e-08	4.6841197	-0.13366681	-4.3754873	12.344707	0.08336967	0.73833334	8.0	509.28174448013306
29	-6.4145722	1.5930614	-4.0758734	-8.987573	48.545456	-2.8536634	2.0153108	1.1352236	-9.640873	18000	6.834666e-08	2.1271021	-0.13893613	-1.6869361	12.51689	0.08342446	0.805	11.0	526.577627658844
30	-11.3229	5.6844745	-4.159063	-21.482	80.14286	-10.261466	7.463581	1.0493567	-24.08308	18600	7.708867e-08	9.93483	-0.12833832	-9.353656	12.513999	0.08486316	0.79333335	8.0	544.7572643756866
31	-8.996796	2.773341	-6.598822	-14.131841	69.75	-6.953138	7.023077	0.39915633	-26.928682	19200	9.2188515e-08	5.0504875	-0.13685362	-4.4781237	12.369922	0.085368015	0.7916667	9.0	562.2302963733673
