Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-38.702908	0.0	-38.702908	-38.702908	1100.0	0.34021538	0.9044766	2.7230334	-2.1516836	4000	2.169799	14.429317	-0.45125902	-14.266978	11.005822	0.7201538	0.8925	1.0	13.22719407081604
1	-38.73622	0.0	-38.73622	-38.73622	1100.0	-3.1974068	0.8626673	-0.01824328	-4.2479606	8000	1.7091386	0.044602357	-0.34600675	-0.038072493	11.012336	0.6633982	0.87375	1.0	22.405648708343506
2	-38.769558	0.0	-38.769558	-38.769558	1100.0	-3.282165	0.85571355	0.016186794	-4.262193	12000	1.3597268	0.0047240974	-0.28554726	-0.0026198209	10.981623	0.6188332	0.865	1.0	29.793936252593994
3	-38.802914	0.0	-38.802914	-38.802914	1100.0	-3.2982454	0.8560567	-0.0014078151	-4.2437425	16000	1.0806578	0.0021382712	-0.20647132	-0.00079568254	11.017077	0.528311	0.8595	1.0	38.07921481132507
4	-38.83629	0.0	-38.83629	-38.83629	1100.0	-3.302827	0.8561895	-0.008852044	-4.2384524	20000	0.87304294	0.0013515545	-0.13795602	-0.00040503498	11.01006	0.40628308	0.826	1.0	46.18713593482971
5	-38.869682	0.0	-38.869682	-38.869682	1100.0	-3.3055756	0.85628855	-0.014272282	-4.2389145	24000	0.7293916	0.00095334847	-0.08435339	-0.00023869378	11.013191	0.33262038	0.8	1.0	53.89561867713928
6	-38.903095	0.0	-38.903095	-38.903095	1100.0	-3.308208	0.85640985	-0.021064801	-4.2415953	28000	0.64840084	0.00072314654	-0.054475367	-0.00015701639	11.033668	0.26655975	0.769	1.0	62.81965970993042
7	-38.936527	0.0	-38.936527	-38.936527	1100.0	-3.3108902	0.85652447	-0.028068123	-4.245005	32000	0.5947495	0.0005753234	-0.04792595	-0.00011317237	10.920203	0.34323865	0.817	2.0	73.41083908081055
8	-38.969975	0.0	-38.969975	-38.969975	1100.0	-3.3136106	0.85666084	-0.03468789	-4.249021	36000	0.5466359	0.0004716197	-0.022358716	-8.716324e-05	10.97167	0.18409903	0.7485	2.0	84.5008635520935
9	-39.00344	0.0	-39.00344	-39.00344	1100.0	-3.316417	0.8568032	-0.040828932	-4.253299	40000	0.5310995	0.00039375643	-0.03181663	-6.979791e-05	10.895439	0.20037907	0.7385	3.0	94.49305748939514
10	-39.036922	0.0	-39.036922	-39.036922	1100.0	-3.3191702	0.85693395	-0.04321521	-4.257584	44000	0.50193334	0.000333395	-0.034445167	-5.7740253e-05	10.900344	0.17351887	0.7355	4.0	102.52796769142151
11	-39.070423	0.0	-39.070423	-39.070423	1100.0	-3.3219717	0.85709286	-0.03798147	-4.2619605	48000	0.47130638	0.000284913	-0.034808904	-4.8414542e-05	10.965973	0.14318836	0.69625	4.0	110.18630194664001
12	-39.103943	0.0	-39.103943	-39.103943	1100.0	-3.3247442	0.8572574	-0.033221174	-4.266423	52000	0.4413901	0.00024577274	-0.021266848	-4.134365e-05	10.866987	0.11484929	0.622	4.0	118.49942255020142
13	-39.137474	0.0	-39.137474	-39.137474	1100.0	-3.3275645	0.85737646	-0.029260242	-4.270678	56000	0.4278173	0.0002134799	-0.020887554	-3.5532503e-05	10.892828	0.10765811	0.6505	7.0	126.40042400360107
14	-39.171024	0.0	-39.171024	-39.171024	1100.0	-3.3302925	0.8575613	-0.025673352	-4.274961	60000	0.40539762	0.00018722999	-0.0142766535	-3.1294752e-05	10.862682	0.09424382	0.6175	9.0	135.7393081188202
15	-39.20459	0.0	-39.20459	-39.20459	1100.0	-3.3331113	0.85772073	-0.022841109	-4.279197	64000	0.39123783	0.00016496143	-0.015879929	-2.7432296e-05	10.758151	0.07910675	0.58	20.0	146.5251533985138
16	-39.23817	0.0	-39.23817	-39.23817	1100.0	-3.3358808	0.857869	-0.020584706	-4.2834125	68000	0.37690058	0.0001466212	-0.024399728	-2.4571971e-05	10.743755	0.07833145	0.56275	47.0	160.526447057724
17	-39.271763	0.0	-39.271763	-39.271763	1100.0	-3.3386602	0.85805	-0.018747704	-4.2875643	72000	0.35311544	0.00013112664	-0.021390736	-2.2167413e-05	10.535318	0.05221379	0.4965	79.0	171.75609588623047
18	-39.305374	0.0	-39.305374	-39.305374	1100.0	-3.3414512	0.8582229	-0.017404607	-4.2916064	76000	0.33195487	0.00011797269	-0.016517013	-2.0147869e-05	10.249183	0.026538448	0.34675	79.0	180.4629418849945
