Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-60.095562	0.0	-60.095562	-60.095562	1100.0	-5.0734377	1.1505493	-0.058295578	-6.966579	4000	0.0022217473	8.815717e-06	0.00042451778	-8.209289e-06	-19.693943	1.8999457	0.95125	1.0	5.3271942138671875
1	-60.095837	0.0	-60.095837	-60.095837	1100.0	-5.072303	1.1502526	-0.057907235	-6.966307	8000	0.0026501906	6.3267794e-07	0.0024112659	-5.408923e-07	-19.740429	13.672282	0.9965	1.0	10.286971807479858
2	-60.096104	0.0	-60.096104	-60.096104	1100.0	-5.0723443	1.1502466	-0.05797356	-6.9662433	12000	0.0050769974	9.275667e-08	-0.002575709	-3.4645367e-08	-19.76714	11.396156	0.994	2.0	15.306128740310669
3	-60.096375	0.0	-60.096375	-60.096375	1100.0	-5.0723653	1.1502514	-0.05804504	-6.966301	16000	0.002506923	5.8615278e-08	0.0007716103	-1.6492532e-08	-19.753145	3.3717604	0.96775	2.0	20.416937112808228
4	-60.096645	0.0	-60.096645	-60.096645	1100.0	-5.0723886	1.1502568	-0.05805891	-6.9663515	20000	0.0033193068	4.2548972e-08	-0.0008367046	-7.767181e-09	-19.69776	5.7066865	0.98575	2.0	25.618131637573242
5	-60.096912	0.0	-60.096912	-60.096912	1100.0	-5.072411	1.1502621	-0.058072113	-6.966394	24000	0.0024788075	3.5261618e-08	-0.000114904484	-4.6911666e-09	-19.871475	2.5632067	0.96175	5.0	30.669361114501953
6	-60.09718	0.0	-60.09718	-60.09718	1100.0	-5.0724335	1.1502675	-0.058080513	-6.966433	28000	0.0023515385	3.1061553e-08	-2.759695e-05	-3.2223113e-09	-19.783941	1.8259851	0.939	6.0	35.83707356452942
7	-60.097446	0.0	-60.097446	-60.097446	1100.0	-5.0724564	1.150273	-0.058086004	-6.966467	32000	0.0023269595	2.8362704e-08	-0.00026659248	-2.393337e-09	-19.8653	0.50274116	0.8475	79.0	41.67618489265442
8	-60.097713	0.0	-60.097713	-60.097713	1100.0	-5.072479	1.150278	-0.058091357	-6.9665008	36000	0.0020467136	2.6515917e-08	-3.9511826e-05	-1.916618e-09	-20.141344	0.11778531	0.6555	79.0	47.46886396408081
9	-60.097977	0.0	-60.097977	-60.097977	1100.0	-5.072502	1.1502833	-0.05809118	-6.9665356	40000	0.0019949593	2.510867e-08	-9.72409e-05	-1.5792736e-09	-20.4282	0.12378354	0.66	79.0	53.40072464942932
10	-60.098248	3.8146973e-06	-60.098244	-60.098244	1100.0	-5.0725245	1.1502887	-0.058093682	-6.966571	44000	0.0019130402	2.4061032e-08	-7.459661e-05	-1.3816344e-09	-20.658602	0.16467212	0.71	79.0	59.459612131118774
11	-60.098507	0.0	-60.098507	-60.098507	1100.0	-5.0725465	1.1502943	-0.058093157	-6.966605	48000	0.0018179205	2.3228688e-08	-7.214735e-05	-1.2678143e-09	-20.9317	0.1452312	0.683	79.0	67.00280737876892
12	-60.09877	0.0	-60.09877	-60.09877	1100.0	-5.0725694	1.1502995	-0.058095515	-6.966641	52000	0.0017355576	2.2467926e-08	-6.039394e-05	2.4302375e-07	-21.199268	0.19082062	0.726	79.0	72.8016426563263
13	-60.09903	0.0	-60.09903	-60.09903	1100.0	-5.0726805	1.1503632	-0.057903	-6.96686	56000	0.0016751473	2.60729e-07	-7.4509764e-05	-3.864605e-08	-21.409405	0.19499213	0.763	79.0	78.67031002044678
14	-60.099293	0.0	-60.099293	-60.099293	1100.0	-5.072506	1.1502577	-0.058222223	-6.9664817	60000	0.0016270084	2.2308095e-07	-9.309722e-05	-2.0102794e-07	-21.74205	0.19906104	0.743	79.0	84.78779816627502
15	-60.099552	0.0	-60.099552	-60.099552	1100.0	-5.0726376	1.1503209	-0.05808444	-6.966761	64000	0.0015454061	2.1714845e-08	-6.227195e-05	1.4745902e-08	-21.884022	0.16916388	0.69225	79.0	90.79796504974365
16	-60.09981	0.0	-60.09981	-60.09981	1100.0	-5.07275	1.1503258	-0.058130305	-6.966876	68000	0.0014941826	3.2130465e-08	-7.106725e-05	8.466558e-08	-22.175508	0.17364539	0.72575	79.0	96.66320204734802
17	-60.10007	0.0	-60.10007	-60.10007	1100.0	-5.0729427	1.1503426	-0.05822148	-6.9670796	72000	0.001422933	1.0440935e-07	-6.7002606e-05	5.5489977e-08	-22.398926	0.20812744	0.742	79.0	102.49776101112366
18	-60.100327	0.0	-60.100327	-60.100327	1100.0	-5.072973	1.1503458	-0.058306135	-6.967102	76000	0.0013702582	1.4812848e-07	-5.7216268e-05	-1.1519464e-07	-22.623323	0.21715313	0.74825	79.0	108.46111512184143
19	-60.100586	0.0	-60.100586	-60.100586	1100.0	-5.072674	1.1503341	-0.058085524	-6.966873	80000	0.001316379	3.5474667e-08	-4.3371925e-05	1.655156e-09	-22.926321	0.18777098	0.73175	79.0	114.32985639572144
20	-60.10084	0.0	-60.10084	-60.10084	1100.0	-5.072793	1.150389	-0.057993878	-6.967062	84000	0.0012766058	3.4282735e-08	-4.922808e-05	6.8054625e-08	-23.11576	0.23510446	0.7455	79.0	120.32840180397034
21	-60.101093	3.8146973e-06	-60.101097	-60.101097	1100.0	-5.0725265	1.1503459	-0.05795654	-6.966735	88000	0.0012220882	1.1200008e-07	-4.1220454e-05	3.2470614e-06	-23.29154	0.2047339	0.751	79.0	126.3388454914093
22	-60.101353	0.0	-60.101353	-60.101353	1100.0	-5.071114	1.1501359	-0.05772458	-6.96518	92000	0.0011931324	3.352518e-06	-5.421473e-05	-3.2825956e-06	-23.550688	0.21668302	0.74725	79.0	132.21325993537903
23	-60.10161	0.0	-60.10161	-60.10161	1100.0	-5.0726542	1.1503625	-0.058072664	-6.9669557	96000	0.0011507709	6.025446e-08	-4.1119987e-05	7.173634e-07	-23.828175	0.26810658	0.78225	79.0	138.17857480049133
24	-60.101856	3.8146973e-06	-60.10186	-60.10186	1100.0	-5.0719743	1.1502832	-0.057948705	-6.9662247	100000	0.0011006242	8.0272014e-07	-3.1572767e-05	-9.6482836e-08	-23.987171	0.26078576	0.765	79.0	144.1483714580536
25	-60.10211	0.0	-60.10211	-60.10211	1100.0	-5.0729833	1.1505508	-0.057910193	-6.967517	104000	0.0010767154	6.902462e-07	-3.379851e-05	-4.8652055e-07	-24.22768	0.3543418	0.811	79.0	149.98250675201416
26	-60.102367	3.8146973e-06	-60.102364	-60.102364	1100.0	-5.072963	1.15042	-0.05823394	-6.9673333	108000	0.0010383023	2.0053801e-07	-3.5907608e-05	1.0419458e-05	-24.397036	0.35211128	0.81675	79.0	155.94787073135376
27	-60.102615	0.0	-60.102615	-60.102615	1100.0	-5.070093	1.1501871	-0.057846934	-6.964362	112000	0.0009876663	1.068821e-05	-4.15268e-05	-1.0646689e-05	-24.6579	0.2754575	0.762	79.0	161.85118675231934
28	-60.102863	3.8146973e-06	-60.102867	-60.102867	1100.0	-5.072992	1.1503885	-0.058092114	-6.967272	116000	0.0009540334	3.4181838e-08	-2.7654169e-05	3.5251225e-07	-24.852535	0.24477386	0.7715	79.0	167.93688011169434
